CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,InternetService,SupportCalls,Churn,ChurnProbability,PredictedChurn,RiskSegment
CUST-02213,1,79.49,104.42,One year,DSL,3,0,0.5237,1,Moderate Risk
CUST-00023,8,52.84,428.42,Month-to-month,Fiber optic,0,0,0.5237,1,Moderate Risk
CUST-01738,5,55.03,249.56,Month-to-month,DSL,0,1,0.5235,1,Moderate Risk
CUST-00444,11,56.91,577.95,Month-to-month,Fiber optic,1,0,0.5235,1,Moderate Risk
CUST-01642,44,72.82,3217.76,Month-to-month,Fiber optic,4,1,0.5233,1,Moderate Risk
CUST-00957,17,78.42,1359.55,Month-to-month,Fiber optic,2,0,0.5229,1,Moderate Risk
CUST-03612,3,41.92,156.65,Month-to-month,No,1,1,0.5227,1,Moderate Risk
CUST-04014,5,106.99,535.86,Two year,Fiber optic,3,0,0.5226,1,Moderate Risk
CUST-02158,10,50.64,488.42,Month-to-month,Fiber optic,2,0,0.5222,1,Moderate Risk
CUST-04571,16,69.76,1039.35,Month-to-month,DSL,2,1,0.522,1,Moderate Risk
CUST-00926,1,64.27,146.03,Month-to-month,DSL,1,0,0.522,1,Moderate Risk
CUST-04203,3,86.69,195.26,One year,No,0,1,0.5216,1,Moderate Risk
CUST-03756,5,36.82,172.29,Month-to-month,Fiber optic,2,1,0.521,1,Moderate Risk
CUST-03254,2,70.96,168.16,One year,Fiber optic,3,0,0.5209,1,Moderate Risk
CUST-04236,9,95.57,875.63,One year,Fiber optic,1,1,0.5209,1,Moderate Risk
CUST-00255,4,86.95,349.54,One year,No,1,1,0.5207,1,Moderate Risk
CUST-01352,20,46.64,839.45,Month-to-month,No,0,0,0.5202,1,Moderate Risk
CUST-03351,5,52.48,245.48,One year,Fiber optic,0,0,0.5201,1,Moderate Risk
CUST-04601,5,51.32,257.09,Month-to-month,No,2,1,0.52,1,Moderate Risk
CUST-00868,4,56.61,272.9,One year,Fiber optic,1,1,0.52,1,Moderate Risk
CUST-00423,2,53.07,139.82,Month-to-month,Fiber optic,0,1,0.52,1,Moderate Risk
CUST-02663,5,63.81,315.06,One year,Fiber optic,1,0,0.5197,1,Moderate Risk
CUST-01843,13,62.24,825.98,Month-to-month,DSL,0,0,0.5196,1,Moderate Risk
CUST-03909,20,105.05,2126.05,One year,No,2,1,0.5194,1,Moderate Risk
CUST-02546,16,36.86,587.68,Month-to-month,Fiber optic,4,0,0.5192,1,Moderate Risk
CUST-00015,4,63.14,252.77,Month-to-month,No,1,1,0.5192,1,Moderate Risk
CUST-04090,1,95.04,98.96,One year,DSL,2,1,0.5191,1,Moderate Risk
CUST-03988,14,35.31,488.74,Month-to-month,No,3,0,0.519,1,Moderate Risk
CUST-04438,36,69.61,2524.02,Month-to-month,Fiber optic,2,0,0.5188,1,Moderate Risk
CUST-03862,22,68.84,1506.76,Month-to-month,No,2,1,0.5188,1,Moderate Risk
CUST-02768,6,59.19,394.92,Month-to-month,DSL,0,0,0.5186,1,Moderate Risk
CUST-01892,12,81.41,1006.1,One year,Fiber optic,2,1,0.5185,1,Moderate Risk
CUST-03195,10,51.95,502.99,One year,Fiber optic,0,1,0.5182,1,Moderate Risk
CUST-02374,13,79.33,1026.23,Month-to-month,DSL,1,0,0.5182,1,Moderate Risk
CUST-00515,1,41.86,22.17,Month-to-month,No,1,0,0.518,1,Moderate Risk
CUST-03121,7,50.77,399.17,Month-to-month,Fiber optic,0,0,0.5176,1,Moderate Risk
CUST-00226,6,60.07,346.22,Month-to-month,Fiber optic,1,1,0.5176,1,Moderate Risk
CUST-02909,8,42.59,382.94,Month-to-month,Fiber optic,1,0,0.5169,1,Moderate Risk
CUST-01280,16,65.27,1083.97,Month-to-month,DSL,4,0,0.5169,1,Moderate Risk
CUST-00087,31,96.97,2999.93,Month-to-month,DSL,2,1,0.5169,1,Moderate Risk
CUST-04194,31,62.55,1860.74,Month-to-month,DSL,6,0,0.5168,1,Moderate Risk
CUST-01113,6,40.67,259.99,Month-to-month,DSL,3,1,0.5167,1,Moderate Risk
CUST-00629,1,53.07,0.0,Month-to-month,No,1,1,0.5165,1,Moderate Risk
CUST-01690,34,82.3,2799.28,Month-to-month,DSL,2,0,0.5164,1,Moderate Risk
CUST-03274,18,76.28,1419.28,Month-to-month,DSL,1,0,0.5162,1,Moderate Risk
CUST-01071,8,65.18,485.43,Month-to-month,DSL,1,0,0.5159,1,Moderate Risk
CUST-03362,7,71.78,524.79,Month-to-month,DSL,1,1,0.5159,1,Moderate Risk
CUST-03354,16,56.62,908.33,One year,Fiber optic,3,0,0.5159,1,Moderate Risk
CUST-01187,27,67.99,1804.78,Month-to-month,No,1,0,0.5158,1,Moderate Risk
CUST-02333,22,56.93,1298.15,Month-to-month,DSL,1,0,0.5157,1,Moderate Risk
CUST-03757,4,73.9,256.69,One year,Fiber optic,2,1,0.5155,1,Moderate Risk
CUST-04501,21,60.27,1249.05,Month-to-month,Fiber optic,0,0,0.5154,1,Moderate Risk
CUST-01166,40,65.92,2617.82,Month-to-month,Fiber optic,3,1,0.5153,1,Moderate Risk
CUST-03801,8,52.38,347.54,Month-to-month,DSL,1,1,0.5153,1,Moderate Risk
CUST-01772,36,72.96,2650.74,Month-to-month,Fiber optic,1,1,0.515,1,Moderate Risk
CUST-04195,23,46.83,1178.57,Month-to-month,No,5,1,0.5147,1,Moderate Risk
CUST-01911,8,77.25,620.44,One year,Fiber optic,3,1,0.5145,1,Moderate Risk
CUST-03034,2,65.49,78.43,Month-to-month,No,2,0,0.5144,1,Moderate Risk
CUST-01959,24,63.6,1530.15,Month-to-month,Fiber optic,4,0,0.5142,1,Moderate Risk
CUST-00450,2,81.4,178.06,Two year,DSL,1,0,0.5142,1,Moderate Risk
CUST-02535,32,85.74,2806.17,Month-to-month,DSL,2,1,0.5137,1,Moderate Risk
CUST-04019,8,52.39,359.12,Month-to-month,Fiber optic,2,0,0.5133,1,Moderate Risk
CUST-00143,16,91.22,1437.51,Two year,DSL,3,1,0.5132,1,Moderate Risk
CUST-03496,5,63.84,268.51,One year,Fiber optic,4,1,0.5132,1,Moderate Risk
CUST-00888,6,43.99,352.04,Month-to-month,DSL,3,0,0.5131,1,Moderate Risk
CUST-00883,1,63.75,79.78,One year,DSL,3,0,0.5131,1,Moderate Risk
CUST-02093,5,36.46,160.78,Month-to-month,Fiber optic,1,1,0.5131,1,Moderate Risk
CUST-00096,16,60.57,996.06,Month-to-month,Fiber optic,1,1,0.5131,1,Moderate Risk
CUST-04210,1,54.11,87.5,Month-to-month,No,2,0,0.5128,1,Moderate Risk
CUST-02276,22,41.07,907.8,Month-to-month,Fiber optic,0,0,0.5127,1,Moderate Risk
CUST-03709,7,87.07,595.13,One year,DSL,3,0,0.5126,1,Moderate Risk
CUST-02962,10,55.68,555.41,Month-to-month,DSL,1,1,0.5122,1,Moderate Risk
CUST-03127,26,97.11,2521.38,Month-to-month,No,2,1,0.512,1,Moderate Risk
CUST-04475,26,63.7,1547.81,One year,Fiber optic,5,0,0.5119,1,Moderate Risk
CUST-01623,19,65.63,1256.61,Month-to-month,No,2,1,0.511,1,Moderate Risk
CUST-00134,9,67.26,750.45,Month-to-month,DSL,1,1,0.5108,1,Moderate Risk
CUST-02485,14,48.71,676.45,Month-to-month,Fiber optic,0,0,0.5108,1,Moderate Risk
CUST-04796,9,60.21,640.81,Month-to-month,Fiber optic,0,0,0.5107,1,Moderate Risk
CUST-04125,37,88.29,3296.32,Month-to-month,DSL,1,1,0.5105,1,Moderate Risk
CUST-04104,4,80.78,349.04,Two year,Fiber optic,2,1,0.5099,1,Moderate Risk
CUST-03502,38,80.76,3054.69,Month-to-month,No,2,0,0.5099,1,Moderate Risk
CUST-00818,12,79.44,1067.02,Month-to-month,DSL,0,0,0.5098,1,Moderate Risk
CUST-00214,6,60.66,436.85,Month-to-month,No,0,0,0.5097,1,Moderate Risk
CUST-02900,1,53.7,102.1,Month-to-month,Fiber optic,2,1,0.5096,1,Moderate Risk
CUST-02270,17,67.52,1168.58,Month-to-month,Fiber optic,1,1,0.5095,1,Moderate Risk
CUST-02742,6,63.98,410.85,Month-to-month,DSL,0,1,0.5093,1,Moderate Risk
CUST-04730,4,96.39,401.49,Two year,Fiber optic,1,0,0.5092,1,Moderate Risk
CUST-04556,19,89.18,1749.76,One year,Fiber optic,2,1,0.5091,1,Moderate Risk
CUST-00880,6,61.32,394.6,Month-to-month,DSL,2,0,0.509,1,Moderate Risk
CUST-00916,13,83.98,1019.69,Month-to-month,No,2,1,0.5088,1,Moderate Risk
CUST-04207,21,70.28,1447.82,Month-to-month,No,0,1,0.5082,1,Moderate Risk
CUST-01645,2,52.11,62.15,Month-to-month,DSL,2,1,0.508,1,Moderate Risk
CUST-02892,28,67.18,1950.38,Month-to-month,Fiber optic,2,0,0.5079,1,Moderate Risk
CUST-01489,11,51.28,588.21,Month-to-month,DSL,0,0,0.5079,1,Moderate Risk
CUST-03812,14,50.5,657.12,Month-to-month,Fiber optic,3,1,0.5077,1,Moderate Risk
CUST-02691,18,57.13,1023.01,Month-to-month,Fiber optic,3,1,0.5071,1,Moderate Risk
CUST-03811,28,81.2,2160.23,Month-to-month,Fiber optic,1,1,0.5069,1,Moderate Risk
CUST-00323,25,63.8,1540.86,Month-to-month,Fiber optic,1,0,0.5069,1,Moderate Risk
CUST-04324,15,61.09,907.71,Month-to-month,Fiber optic,2,1,0.5067,1,Moderate Risk
CUST-02382,46,91.12,4146.01,Month-to-month,Fiber optic,1,0,0.5067,1,Moderate Risk
CUST-02771,1,93.69,104.97,Two year,DSL,3,1,0.5067,1,Moderate Risk
CUST-04411,1,73.58,77.97,One year,Fiber optic,0,0,0.5067,1,Moderate Risk
CUST-04537,13,109.29,1369.61,Two year,DSL,2,0,0.5064,1,Moderate Risk
CUST-04710,25,76.23,1913.49,Month-to-month,Fiber optic,1,1,0.5064,1,Moderate Risk
CUST-03809,1,65.44,68.29,One year,Fiber optic,0,1,0.5063,1,Moderate Risk
CUST-02842,33,59.69,1814.12,Month-to-month,Fiber optic,5,1,0.5063,1,Moderate Risk
CUST-01168,16,66.62,1063.83,Month-to-month,Fiber optic,1,0,0.5059,1,Moderate Risk
CUST-04540,2,64.35,135.1,Month-to-month,DSL,1,1,0.5059,1,Moderate Risk
CUST-01536,3,64.6,130.21,One year,Fiber optic,0,1,0.5059,1,Moderate Risk
CUST-01607,1,55.16,75.02,Month-to-month,No,2,0,0.5056,1,Moderate Risk
CUST-01004,31,85.8,2590.39,Month-to-month,Fiber optic,1,0,0.5056,1,Moderate Risk
CUST-03119,6,95.72,470.24,Two year,Fiber optic,2,1,0.5054,1,Moderate Risk
CUST-00182,2,69.15,81.06,One year,Fiber optic,3,0,0.5053,1,Moderate Risk
CUST-03188,10,91.2,967.0,One year,No,3,1,0.5051,1,Moderate Risk
CUST-00785,4,69.21,288.35,Month-to-month,DSL,1,1,0.505,1,Moderate Risk
CUST-00763,6,76.55,439.33,One year,Fiber optic,1,1,0.5049,1,Moderate Risk
CUST-00484,23,42.34,996.06,Month-to-month,Fiber optic,0,1,0.5047,1,Moderate Risk
CUST-00418,9,78.6,722.98,One year,DSL,2,1,0.5046,1,Moderate Risk
CUST-00171,27,96.18,2580.55,Month-to-month,DSL,2,1,0.5043,1,Moderate Risk
CUST-01171,23,64.2,1471.33,One year,Fiber optic,3,1,0.5042,1,Moderate Risk
CUST-00174,6,57.55,296.51,Month-to-month,Fiber optic,2,1,0.5042,1,Moderate Risk
CUST-02605,1,33.41,73.5,Month-to-month,Fiber optic,0,0,0.504,1,Moderate Risk
CUST-04265,25,77.25,1869.17,Month-to-month,No,2,0,0.504,1,Moderate Risk
CUST-02576,24,67.89,1632.59,Month-to-month,DSL,2,0,0.5037,1,Moderate Risk
CUST-00208,26,69.87,1786.87,Month-to-month,Fiber optic,2,1,0.5036,1,Moderate Risk
CUST-02750,24,50.94,1258.96,Month-to-month,DSL,2,1,0.5034,1,Moderate Risk
CUST-03946,1,31.9,1.38,Month-to-month,Fiber optic,3,0,0.5033,1,Moderate Risk
CUST-00703,9,77.75,697.27,One year,Fiber optic,4,0,0.503,1,Moderate Risk
CUST-04478,10,54.8,504.99,Month-to-month,No,1,1,0.5029,1,Moderate Risk
CUST-04830,16,96.37,1567.73,One year,DSL,0,0,0.5029,1,Moderate Risk
CUST-03881,16,55.12,858.16,Month-to-month,Fiber optic,3,0,0.5028,1,Moderate Risk
CUST-02646,10,59.8,561.38,Month-to-month,DSL,1,0,0.5027,1,Moderate Risk
CUST-00735,10,78.86,721.54,Month-to-month,DSL,0,1,0.5026,1,Moderate Risk
CUST-04064,7,76.41,460.78,Month-to-month,No,1,0,0.5025,1,Moderate Risk
CUST-01286,17,73.32,1206.79,Month-to-month,Fiber optic,0,0,0.5023,1,Moderate Risk
CUST-02825,9,107.71,953.5,Two year,No,1,1,0.5021,1,Moderate Risk
CUST-03528,34,77.43,2735.33,Month-to-month,No,3,1,0.5021,1,Moderate Risk
CUST-03253,22,79.95,1783.71,One year,DSL,3,1,0.502,1,Moderate Risk
CUST-02101,59,109.04,6472.03,Month-to-month,Fiber optic,1,1,0.5018,1,Moderate Risk
CUST-03703,9,83.91,686.15,One year,Fiber optic,2,1,0.5017,1,Moderate Risk
CUST-00298,5,63.44,361.84,One year,Fiber optic,2,1,0.5016,1,Moderate Risk
CUST-04356,22,72.55,1573.47,Month-to-month,DSL,1,0,0.5014,1,Moderate Risk
CUST-01220,7,23.51,135.95,Month-to-month,DSL,5,0,0.5011,1,Moderate Risk
CUST-04140,19,87.76,1735.38,Month-to-month,DSL,2,0,0.5007,1,Moderate Risk
CUST-04542,17,38.5,667.87,Month-to-month,Fiber optic,1,1,0.5006,1,Moderate Risk
CUST-04896,2,38.01,98.56,Month-to-month,Fiber optic,0,1,0.5,1,Moderate Risk
CUST-01414,1,82.9,99.06,One year,No,2,0,0.5,1,Moderate Risk
CUST-00025,14,71.22,1033.54,Month-to-month,DSL,2,1,0.4998,1,Moderate Risk
CUST-04725,5,45.36,204.29,Month-to-month,Fiber optic,2,0,0.4998,1,Moderate Risk
CUST-03766,8,64.04,506.65,Month-to-month,No,1,1,0.4998,1,Moderate Risk
CUST-02342,1,85.38,46.85,One year,DSL,2,0,0.4997,1,Moderate Risk
CUST-02393,13,62.71,808.27,One year,Fiber optic,4,0,0.4996,1,Moderate Risk
CUST-00024,10,72.26,643.0,One year,Fiber optic,3,1,0.4995,1,Moderate Risk
CUST-00553,19,82.13,1630.62,Month-to-month,DSL,1,0,0.4994,1,Moderate Risk
CUST-04515,19,85.15,1693.75,Month-to-month,No,0,1,0.4994,1,Moderate Risk
CUST-04191,33,70.62,2318.94,Month-to-month,Fiber optic,2,0,0.4992,1,Moderate Risk
CUST-01174,7,75.39,538.34,Month-to-month,Fiber optic,2,1,0.4991,1,Moderate Risk
CUST-03425,43,99.56,4339.76,Month-to-month,DSL,3,1,0.4989,1,Moderate Risk
CUST-03767,21,50.46,1072.27,Month-to-month,Fiber optic,0,1,0.4989,1,Moderate Risk
CUST-01292,3,59.86,164.12,One year,No,2,0,0.4987,1,Moderate Risk
CUST-01904,1,54.1,49.94,Month-to-month,No,0,1,0.4985,1,Moderate Risk
CUST-03552,3,65.04,206.59,Month-to-month,No,2,1,0.4984,1,Moderate Risk
CUST-01759,2,64.49,144.45,One year,Fiber optic,2,0,0.4978,1,Moderate Risk
CUST-00783,6,63.38,343.76,Month-to-month,DSL,2,1,0.4977,1,Moderate Risk
CUST-00925,13,68.82,923.13,Month-to-month,DSL,2,0,0.4975,1,Moderate Risk
CUST-01818,35,82.06,2815.13,Month-to-month,DSL,6,1,0.4974,1,Moderate Risk
CUST-03099,1,80.33,77.36,One year,Fiber optic,0,0,0.4974,1,Moderate Risk
CUST-02370,31,89.24,2808.39,Month-to-month,Fiber optic,1,0,0.4973,1,Moderate Risk
CUST-04885,2,43.37,146.43,Month-to-month,Fiber optic,3,1,0.4972,1,Moderate Risk
CUST-04838,12,61.57,683.48,Month-to-month,DSL,1,0,0.4971,1,Moderate Risk
CUST-01213,4,47.61,135.55,Month-to-month,DSL,2,0,0.4961,1,Moderate Risk
CUST-02396,10,56.1,606.09,Month-to-month,Fiber optic,0,0,0.496,1,Moderate Risk
CUST-02502,34,83.03,2904.03,Month-to-month,Fiber optic,1,1,0.4958,1,Moderate Risk
CUST-03049,12,76.76,934.4,Month-to-month,Fiber optic,1,1,0.4957,1,Moderate Risk
CUST-01164,32,69.03,2198.66,Month-to-month,Fiber optic,2,0,0.4954,1,Moderate Risk
CUST-04308,23,78.53,1861.23,One year,Fiber optic,1,0,0.4953,1,Moderate Risk
CUST-04754,17,83.11,1518.08,Month-to-month,DSL,0,1,0.4952,1,Moderate Risk
CUST-02606,17,48.64,944.37,Month-to-month,No,0,0,0.4948,1,Moderate Risk
CUST-03694,6,56.64,397.28,Month-to-month,DSL,0,0,0.4947,1,Moderate Risk
CUST-04268,1,71.86,158.33,One year,No,0,0,0.4947,1,Moderate Risk
CUST-00853,5,62.0,310.7,Month-to-month,Fiber optic,2,1,0.4943,1,Moderate Risk
CUST-02384,13,36.75,536.17,Month-to-month,DSL,3,0,0.4943,1,Moderate Risk
CUST-00794,22,84.16,1840.53,Month-to-month,DSL,0,0,0.4942,1,Moderate Risk
CUST-04111,19,56.53,1101.89,Month-to-month,Fiber optic,1,1,0.4941,1,Moderate Risk
CUST-02948,17,63.06,1113.67,Month-to-month,Fiber optic,4,0,0.4939,1,Moderate Risk
CUST-00895,26,55.63,1488.05,Month-to-month,DSL,6,0,0.4938,1,Moderate Risk
CUST-00626,11,40.42,444.49,Month-to-month,Fiber optic,2,0,0.4938,1,Moderate Risk
CUST-04809,6,82.62,557.3,One year,DSL,1,0,0.4928,1,Moderate Risk
CUST-03211,4,47.47,213.56,Month-to-month,No,2,1,0.4927,1,Moderate Risk
CUST-03055,25,80.38,1984.29,Month-to-month,DSL,1,1,0.4927,1,Moderate Risk
CUST-01294,28,106.36,2937.94,Month-to-month,DSL,0,0,0.4925,1,Moderate Risk
CUST-02104,28,56.67,1572.15,Month-to-month,Fiber optic,3,1,0.492,1,Moderate Risk
CUST-04451,13,96.48,1205.07,One year,DSL,2,0,0.4919,1,Moderate Risk
CUST-03974,29,65.04,1937.61,Month-to-month,Fiber optic,3,1,0.4916,1,Moderate Risk
CUST-00491,14,69.53,983.58,Month-to-month,DSL,1,0,0.4915,1,Moderate Risk
CUST-01234,1,101.03,48.4,Two year,Fiber optic,1,0,0.4914,1,Moderate Risk
CUST-00635,2,41.46,61.82,Month-to-month,Fiber optic,1,0,0.4911,1,Moderate Risk
CUST-03051,5,83.92,445.85,One year,No,3,1,0.4909,1,Moderate Risk
CUST-04567,7,52.99,375.97,Month-to-month,DSL,1,1,0.4909,1,Moderate Risk
CUST-01503,1,80.11,143.39,One year,Fiber optic,3,1,0.4908,1,Moderate Risk
CUST-00915,19,82.41,1565.87,Month-to-month,DSL,2,0,0.4906,1,Moderate Risk
CUST-04739,11,42.52,409.37,Month-to-month,No,3,1,0.4905,1,Moderate Risk
CUST-01872,5,48.16,239.49,Month-to-month,Fiber optic,2,0,0.4903,1,Moderate Risk
CUST-00459,1,74.75,62.36,One year,DSL,4,1,0.4903,1,Moderate Risk
CUST-03249,49,68.16,3321.38,Month-to-month,Fiber optic,0,0,0.4902,1,Moderate Risk
CUST-02477,3,74.83,162.44,One year,DSL,5,0,0.4902,1,Moderate Risk
CUST-04920,9,67.71,622.98,Month-to-month,DSL,1,1,0.4899,1,Moderate Risk
CUST-00475,18,70.24,1197.13,Month-to-month,DSL,2,0,0.4899,1,Moderate Risk
CUST-02456,3,39.29,159.78,Month-to-month,Fiber optic,1,1,0.4898,1,Moderate Risk
CUST-03827,15,78.88,1201.51,Month-to-month,DSL,4,0,0.4895,1,Moderate Risk
CUST-01397,13,58.06,697.64,Month-to-month,DSL,3,0,0.4894,1,Moderate Risk
CUST-03115,5,59.59,277.75,Month-to-month,No,2,0,0.4892,1,Moderate Risk
CUST-04748,1,67.94,93.24,Month-to-month,DSL,1,0,0.4892,1,Moderate Risk
CUST-02479,3,42.26,130.73,Month-to-month,Fiber optic,3,0,0.4885,1,Moderate Risk
CUST-02503,20,80.68,1611.26,One year,Fiber optic,2,0,0.4884,1,Moderate Risk
CUST-04702,1,68.7,4.63,Month-to-month,DSL,1,1,0.4882,1,Moderate Risk
CUST-03969,21,71.7,1490.3,Month-to-month,DSL,0,1,0.4882,1,Moderate Risk
CUST-03555,3,54.68,188.78,Month-to-month,DSL,2,1,0.4878,1,Moderate Risk
CUST-02100,12,89.37,1120.1,One year,Fiber optic,2,1,0.4878,1,Moderate Risk
CUST-02168,3,50.47,83.6,Month-to-month,DSL,2,0,0.4876,1,Moderate Risk
CUST-02656,12,52.84,528.38,Month-to-month,No,2,1,0.4865,1,Moderate Risk
CUST-02726,8,60.7,492.28,Month-to-month,No,1,1,0.4859,1,Moderate Risk
CUST-01443,26,81.85,2153.52,Month-to-month,DSL,1,0,0.4858,1,Moderate Risk
CUST-01491,6,67.14,459.61,One year,Fiber optic,1,0,0.4857,1,Moderate Risk
CUST-04415,12,63.86,835.86,Month-to-month,Fiber optic,0,1,0.4857,1,Moderate Risk
CUST-03525,4,58.54,210.73,Month-to-month,Fiber optic,1,0,0.4855,1,Moderate Risk
CUST-00771,2,73.19,49.9,One year,DSL,2,0,0.4853,1,Moderate Risk
CUST-00220,45,74.6,3370.77,Month-to-month,Fiber optic,3,0,0.4852,1,Moderate Risk
CUST-02124,12,59.54,710.7,Month-to-month,DSL,2,1,0.4851,1,Moderate Risk
CUST-04161,17,55.39,952.43,Month-to-month,Fiber optic,2,0,0.4849,1,Moderate Risk
CUST-00651,2,75.92,147.19,One year,DSL,0,0,0.4847,1,Moderate Risk
CUST-02459,16,71.6,1157.96,Month-to-month,Fiber optic,1,0,0.4844,1,Moderate Risk
CUST-02822,6,98.35,641.52,Two year,DSL,1,0,0.4838,1,Moderate Risk
CUST-03233,6,92.49,557.06,One year,DSL,2,0,0.4835,1,Moderate Risk
CUST-04679,27,49.2,1352.63,Month-to-month,Fiber optic,2,0,0.4834,1,Moderate Risk
CUST-00175,24,60.15,1541.04,Month-to-month,DSL,2,1,0.4834,1,Moderate Risk
CUST-00709,7,60.03,496.69,Month-to-month,DSL,2,1,0.4834,1,Moderate Risk
CUST-02444,43,90.36,3897.63,Month-to-month,No,4,0,0.4834,1,Moderate Risk
CUST-00443,11,52.85,609.97,Month-to-month,No,1,0,0.4827,1,Moderate Risk
CUST-04596,24,98.95,2326.92,One year,Fiber optic,0,1,0.4826,1,Moderate Risk
CUST-00102,24,70.99,1658.42,Month-to-month,Fiber optic,2,0,0.4824,1,Moderate Risk
CUST-04199,14,52.4,674.56,Month-to-month,DSL,5,0,0.4824,1,Moderate Risk
CUST-03622,5,82.46,427.2,One year,DSL,2,1,0.4823,1,Moderate Risk
CUST-00180,3,62.25,141.54,Month-to-month,DSL,4,0,0.482,1,Moderate Risk
CUST-00847,2,23.19,88.44,Month-to-month,Fiber optic,1,1,0.482,1,Moderate Risk
CUST-00947,3,69.55,160.82,Month-to-month,DSL,2,1,0.4819,1,Moderate Risk
CUST-03890,12,79.89,925.11,One year,Fiber optic,0,0,0.4817,1,Moderate Risk
CUST-02443,34,73.79,2543.54,Month-to-month,Fiber optic,3,0,0.4816,1,Moderate Risk
CUST-04773,6,87.15,484.47,One year,DSL,0,1,0.4816,1,Moderate Risk
CUST-02717,24,62.77,1506.43,Month-to-month,DSL,1,0,0.4811,1,Moderate Risk
CUST-03111,24,86.0,2051.6,One year,Fiber optic,2,0,0.4803,1,Moderate Risk
CUST-03984,6,77.01,371.28,Two year,Fiber optic,2,1,0.4801,1,Moderate Risk
CUST-02612,1,50.05,46.86,Month-to-month,Fiber optic,2,0,0.48,1,Moderate Risk
CUST-00109,6,50.24,249.94,Month-to-month,DSL,1,1,0.4798,1,Moderate Risk
CUST-00545,23,73.41,1720.17,Month-to-month,Fiber optic,0,0,0.4798,1,Moderate Risk
CUST-04676,52,79.53,4180.19,Month-to-month,No,1,1,0.4796,1,Moderate Risk
CUST-02258,13,57.84,747.17,One year,Fiber optic,3,0,0.4795,1,Moderate Risk
CUST-04274,15,69.8,1006.79,Month-to-month,DSL,0,0,0.4793,1,Moderate Risk
CUST-02865,13,46.79,681.97,Month-to-month,Fiber optic,1,0,0.4792,1,Moderate Risk
CUST-00118,4,60.26,309.37,Month-to-month,No,1,1,0.4791,1,Moderate Risk
CUST-02216,8,46.64,299.97,Month-to-month,DSL,2,1,0.4788,1,Moderate Risk
CUST-03693,35,102.04,3545.49,Month-to-month,Fiber optic,1,1,0.4786,1,Moderate Risk
CUST-03174,4,56.33,342.06,One year,Fiber optic,1,1,0.4784,1,Moderate Risk
CUST-04711,13,76.26,1076.33,Month-to-month,DSL,0,0,0.4782,1,Moderate Risk
CUST-03778,20,40.29,832.78,Month-to-month,Fiber optic,2,1,0.4777,1,Moderate Risk
CUST-02613,6,59.39,206.66,One year,Fiber optic,3,0,0.4776,1,Moderate Risk
CUST-04499,7,49.09,331.51,One year,Fiber optic,6,1,0.4774,1,Moderate Risk
CUST-00197,31,82.83,2530.61,Month-to-month,Fiber optic,2,1,0.4773,1,Moderate Risk
CUST-00985,31,56.03,1752.49,Month-to-month,Fiber optic,1,1,0.4772,1,Moderate Risk
CUST-04624,28,65.37,1837.19,Month-to-month,Fiber optic,0,0,0.4772,1,Moderate Risk
CUST-03062,2,60.33,133.12,One year,Fiber optic,1,0,0.4772,1,Moderate Risk
CUST-01896,31,93.89,2915.92,Month-to-month,No,1,0,0.4771,1,Moderate Risk
CUST-04574,34,69.63,2362.48,Month-to-month,Fiber optic,0,1,0.4768,1,Moderate Risk
CUST-00647,21,55.81,1150.26,Month-to-month,DSL,2,0,0.4767,1,Moderate Risk
CUST-04957,10,43.85,393.69,Month-to-month,Fiber optic,1,1,0.4764,1,Moderate Risk
CUST-02169,27,85.82,2337.55,Month-to-month,No,1,1,0.4762,1,Moderate Risk
CUST-04862,39,77.7,3059.44,Month-to-month,Fiber optic,2,1,0.4761,1,Moderate Risk
CUST-02811,6,59.71,301.86,Month-to-month,DSL,1,0,0.4761,1,Moderate Risk
CUST-04412,1,80.41,106.94,Two year,No,2,1,0.476,1,Moderate Risk
CUST-03983,6,58.64,372.3,One year,No,1,1,0.476,1,Moderate Risk
CUST-01051,49,62.7,3094.63,Month-to-month,Fiber optic,0,0,0.4758,1,Moderate Risk
CUST-04487,1,29.41,65.74,Month-to-month,Fiber optic,4,1,0.4757,1,Moderate Risk
CUST-00502,18,78.6,1503.71,Month-to-month,DSL,0,1,0.4757,1,Moderate Risk
CUST-03443,5,60.02,194.14,Month-to-month,Fiber optic,1,0,0.4757,1,Moderate Risk
CUST-01628,18,45.04,895.81,Month-to-month,Fiber optic,1,0,0.4756,1,Moderate Risk
CUST-03221,17,75.96,1326.97,One year,Fiber optic,0,0,0.4755,1,Moderate Risk
CUST-01498,14,63.8,884.22,Month-to-month,No,2,1,0.4755,1,Moderate Risk
CUST-01486,10,64.6,695.27,Month-to-month,DSL,1,0,0.4755,1,Moderate Risk
CUST-01720,6,46.55,358.78,Month-to-month,Fiber optic,1,1,0.4753,1,Moderate Risk
CUST-00098,13,51.22,733.48,Month-to-month,DSL,1,1,0.4751,1,Moderate Risk
CUST-02765,3,56.73,169.29,Month-to-month,No,1,1,0.4749,1,Moderate Risk
CUST-04488,10,54.34,581.14,Month-to-month,DSL,0,0,0.4743,1,Moderate Risk
CUST-02993,19,82.58,1484.84,Month-to-month,DSL,2,1,0.4741,1,Moderate Risk
CUST-04988,22,67.54,1448.64,Month-to-month,No,2,1,0.4737,1,Moderate Risk
